# These data are from NREL and reV. Link here https://www.nrel.gov/gis/solar-supply-curves.html,,,,,,,
sc_gid,capacity_factor,global_horizontal_irradiance,capacity_mw,area_sq_km,latitude,longitude,distance_to_transmission_km
11997,0.169169396,3.918085337,3518.943497,109.9669843,44.626,-93.44,44.68534473
11998,0.170030206,3.927529097,3034.146094,94.81706543,44.624,-93.286,44.96115174
11999,0.16862756,3.908210993,3013.731563,94.17911133,44.621,-93.131,46.58306069
12000,0.168554574,3.905158997,4012.125919,125.378935,44.618,-92.977,49.33080896
12001,0.168016717,3.898130178,4001.939156,125.0605986,44.615,-92.823,53.03430381
12002,0.168450937,3.903296471,2604.511463,81.3909832,44.611,-92.669,2.070463217
12003,0.167955488,3.895162344,2769.456066,86.54550205,44.608,-92.514,56.16360139
12004,0.168159261,3.893621922,3486.846488,108.9639527,44.604,-92.36,50.62093062
12005,0.169254869,3.911067009,4112.347725,128.5108664,44.6,-92.206,45.67773785
12006,0.169015318,3.906595469,3333.449194,104.1702873,44.596,-92.052,41.54858491
12007,0.16890204,3.903211355,4000.697325,125.0217914,44.592,-91.898,38.49719722
12008,0.168394759,3.895787716,3960.140625,123.7543945,44.588,-91.743,36.78419372
12009,0.168163657,3.891605854,3985.985447,124.5620452,44.583,-91.589,36.70420687
12010,0.168222889,3.895577192,4014.937884,125.4668089,44.579,-91.435,38.09974773
12011,0.168000013,3.892725945,3733.094081,116.65919,44.574,-91.281,40.9611639
12012,0.168624014,3.898187399,3869.539594,120.9231123,44.569,-91.127,44.94667826
12013,0.169867054,3.917604446,3916.768669,122.3990209,44.564,-90.973,49.78712182
12014,0.168979049,3.903649807,3095.091506,96.72160957,44.559,-90.819,55.25853921
12015,0.169122443,3.90780735,3436.605731,107.3939291,44.553,-90.665,61.24221862
12016,0.16852057,3.901096106,3842.984756,120.0932736,44.548,-90.511,67.51225428
12017,0.168625802,3.901072025,3420.429019,106.8884068,44.542,-90.357,74.07975646
12018,0.16938071,3.911632299,3151.6776,98.489925,44.536,-90.203,77.52514879
12019,0.169390291,3.916410685,3185.236153,99.53862979,44.53,-90.049,70.59654188
12020,0.169982836,3.924208403,3371.274422,105.3523257,44.524,-89.896,63.88206179
12021,0.169567645,3.919806957,3401.206706,106.2877096,44.518,-89.742,57.35805997
12022,0.171013027,3.938085079,1351.074811,42.22108784,44.511,-89.588,1.167135524
12023,0.170689404,3.935529947,3751.165688,117.2239277,44.504,-89.434,45.29667697
12024,0.170735076,3.937712908,3690.668306,115.3333846,44.498,-89.281,40.21970766
12025,0.170795813,3.938524246,3187.688175,99.61525547,44.491,-89.127,35.1730713
12026,0.171135798,3.945872307,3006.048713,93.93902227,44.484,-88.973,30.1125122
12027,0.170773581,3.945272684,2896.122094,90.50381543,44.476,-88.82,26.42510673
12028,0.170048535,3.929750443,2708.585578,84.64329932,44.469,-88.666,24.52210021
12029,0.17080532,3.947751284,2586.577303,80.83054072,44.461,-88.513,25.00119986
12030,0.170879766,3.945208549,3363.890006,105.1215627,44.453,-88.359,27.67114887
12031,0.171020076,3.946240187,3473.204822,108.5376507,44.445,-88.206,31.96677573
12032,0.170465931,3.93870163,1445.086575,45.15895547,44.437,-88.052,15.9631452
12033,0.170289114,3.931353569,3393.252,106.039125,44.429,-87.899,43.4213272
12034,0.171438396,3.936780214,3783.861338,118.2456668,44.421,-87.746,49.90253191
12035,0.172042489,3.948925972,3442.824,107.58825,44.412,-87.592,56.75006142
12036,0.170173764,3.91583848,110.1755514,3.44298598,44.403,-87.439,5.73167451
12037,0.165854096,3.87503314,53.13340547,1.660418921,44.338,-86.368,8.27499645
12038,0.165029645,3.85269618,2756.182444,86.13070137,44.328,-86.215,122.5350451
12039,0.163315788,3.821030617,1671.860756,52.24564863,44.318,-86.062,130.0498831
12040,0.163180694,3.807440042,329.9434383,10.31073245,44.308,-85.91,4.285212231
12041,0.164475545,3.832993507,1394.952131,43.5922541,44.276,-85.452,135.0428331
12042,0.164404154,3.850038052,3512.255681,109.75799,44.265,-85.299,130.2052615
12043,0.162536904,3.833440065,2990.851847,93.46412021,44.254,-85.147,125.6842584
12044,0.162717268,3.83681345,3090.599803,96.58124385,44.243,-84.994,121.4626474
12045,0.163946107,3.851595402,1952.996822,61.03115068,44.231,-84.842,117.5479374
12046,0.163777456,3.863546848,2721.872109,85.05850342,44.22,-84.69,114.0966917
12047,0.16398716,3.876164675,3508.238334,109.6324479,44.208,-84.537,110.985614
12048,0.164590463,3.882166862,3223.939978,100.7481243,44.196,-84.385,108.3535748
12049,0.164404303,3.879707813,2241.800044,70.05625137,44.184,-84.233,106.2194294
12050,0.166162938,3.888663054,2918.340394,91.1981373,44.172,-84.081,104.6142872
12051,0.166996628,3.88992238,3280.336481,102.510515,44.16,-83.929,103.5624974
12052,0.167724997,3.900948763,2572.256756,80.38302363,44.148,-83.777,103.081648
12053,0.167808115,3.908217669,1476.224367,46.13201147,44.135,-83.625,103.1027736
12054,0.169799462,3.94064045,364.4559563,11.38924863,44.083,-83.019,21.3185539
12055,0.168599442,3.928951502,886.7361727,27.7105054,44.07,-82.867,68.43800102
12056,0.16885376,3.919292927,13.65206451,0.426627016,44.056,-82.716,16.39775021
12057,0.161864489,3.855789185,252.3312,7.88535,43.389,-76.72,10.8349593
12058,0.159469604,3.832751513,3476.434444,108.6385764,43.37,-76.572,6.983391075
12059,0.157186821,3.807342052,3020.5872,94.39335,43.35,-76.424,5.506694219
12060,0.156476602,3.791009903,3006.250706,93.94533457,43.33,-76.276,6.594854814
12061,0.156050518,3.78094697,2877.723956,89.92887363,43.309,-76.128,8.923519328
12062,0.155364737,3.758219719,3139.445841,98.10768252,43.289,-75.981,8.847562036
12063,0.153436527,3.764632463,3308.389819,103.3871818,43.269,-75.833,137.8943023
12064,0.152716607,3.756560802,3257.736975,101.8042805,43.248,-75.685,133.6856587
12065,0.152178913,3.746938705,2465.432691,77.04477158,43.227,-75.538,129.8198464
12066,0.151626259,3.735207319,2867.3352,89.604225,43.206,-75.391,9.145279758
12067,0.151426569,3.729067326,3772.661063,117.8956582,43.185,-75.244,1.149772564
12068,0.152732074,3.747650862,4113.884953,128.5589048,43.164,-75.096,6.641583587
12069,0.153118849,3.749559164,4129.970794,129.0615873,43.143,-74.949,118.1958757
12070,0.154599115,3.774554968,3702.884625,115.7151445,43.121,-74.803,116.3214927
12071,0.156157121,3.802937746,1859.384109,58.10575342,43.099,-74.656,114.9382861
12072,0.159163266,3.85231781,1667.145797,52.09830615,43.077,-74.509,16.19130792
12073,0.160294592,3.878450871,2731.853841,85.37043252,43.055,-74.362,23.2946058
12074,0.159550861,3.876159191,2696.055891,84.25174658,43.033,-74.216,109.1329489
12075,0.161577612,3.913677692,3089.122313,96.53507227,43.011,-74.07,105.8872631
12076,0.160528466,3.906179905,2624.135738,82.0042418,42.989,-73.923,103.0651326
12077,0.159759894,3.895713568,2675.882081,83.62131504,42.966,-73.777,100.8311734
12078,0.159179643,3.892650604,3329.39565,104.0436141,42.943,-73.631,99.1259933
12079,0.15802823,3.865869999,3743.586619,116.9870818,42.921,-73.485,97.90449202
12080,0.156570479,3.836450338,3915.519244,122.3599764,42.898,-73.339,97.33250582
12081,0.155485436,3.805359364,2043.595069,63.8623459,42.874,-73.193,91.19570631
12082,0.161000013,3.873916149,157.3344,4.9167,42.851,-73.048,5.083719338
12083,0.162982211,3.914176702,1785.880153,55.80875479,42.828,-72.902,78.05367508
12084,0.16469045,3.94900775,4042.135913,126.3167473,42.804,-72.757,71.8411566
12085,0.163158894,3.940490007,4022.063353,125.6894798,42.78,-72.612,65.91868744
12086,0.162013218,3.933027983,3682.011178,115.0628493,42.756,-72.466,60.3297945
12087,0.163212463,3.945260286,3737.998378,116.8124493,42.732,-72.321,55.2784982
12088,0.164413512,3.964821815,3446.631506,107.7072346,42.708,-72.176,50.86770669
12089,0.164568454,3.970303774,3323.579091,103.8618466,42.684,-72.032,46.97584657
12090,0.165933073,3.993345976,3378.77325,105.5866641,42.659,-71.887,40.31331143
12091,0.165131137,3.984786034,3126.159309,97.69247842,42.635,-71.742,34.14896545
12092,0.16505909,3.981354713,3029.887266,94.68397705,42.61,-71.598,2.396417435
12093,0.16624181,3.98796773,1923.248433,60.10151353,42.585,-71.453,3.772471727
12094,0.166410074,3.998892307,1028.990271,32.15594597,42.56,-71.309,2.434782124
12095,0.166293666,3.996217728,139.8358055,4.369868921,42.535,-71.165,2.359850811
12096,0.167433843,4.013288021,166.0253836,5.188293237,42.51,-71.021,1.084647045
12097,0.165960848,3.983771324,1368.24428,42.75763374,41.799,-124.193,85.94962163
12098,0.167156205,4.009054661,799.6423781,24.98882432,41.828,-124.052,79.61213501
12099,0.1921947,4.617862225,890.7563672,27.83613647,41.941,-123.486,57.68521797
12100,0.195682824,4.666257858,404.9118809,12.65349628,41.968,-123.345,37.74063428
12101,0.192537129,4.651464462,357.2579672,11.16431147,41.996,-123.203,35.59807469
12102,0.190641209,4.625384808,359.393741,11.23105441,42.024,-123.061,36.39712581
12103,0.20171313,4.766994953,395.6014055,12.36254392,42.051,-122.919,23.71831023
12104,0.201919496,4.742316723,993.3606492,31.04252029,42.078,-122.777,22.47246491
12105,0.191098273,4.597342491,1592.537836,49.76680737,42.105,-122.635,48.35498031
12106,0.192335665,4.596788406,1795.551047,56.11097021,42.132,-122.492,50.82929525
12107,0.197385237,4.68432188,2067.723956,64.61637363,42.159,-122.35,54.2370506
12108,0.202392489,4.736626148,4163.970038,130.1240637,42.186,-122.207,58.47691821
12109,0.205387384,4.780443668,4048.787025,126.5245945,42.212,-122.064,63.39640962
12110,0.205867305,4.798035622,3823.757128,119.4924103,42.239,-121.921,68.77090574
12111,0.203647032,4.804569244,3070.068581,95.93964316,42.265,-121.778,74.56850654
12112,0.20080328,4.764131546,4175.281688,130.4775527,42.291,-121.635,80.66512936
12113,0.205286965,4.771726131,4112.811956,128.5253736,42.317,-121.492,86.99750668
12114,0.207517728,4.789231777,2892.941325,90.40441641,42.343,-121.349,93.51643414
12115,0.207253337,4.785610199,1616.6304,50.5197,42.369,-121.205,3.679450862
12116,0.203942522,4.736889839,2112.003113,66.00009727,42.394,-121.062,104.2130038
12117,0.201570645,4.692413807,617.2536656,19.28917705,42.42,-120.918,36.07043435
12118,0.204012051,4.74578476,1229.048691,38.40777158,42.495,-120.486,122.1620733
12119,0.200862601,4.689519405,1166.700713,36.45939727,42.52,-120.342,127.4073392
12120,0.207835674,4.758962631,3312.238838,103.5074637,42.569,-120.053,138.5514618
12121,0.205221355,4.725179672,3885.827934,121.4321229,42.593,-119.908,143.8726678
12122,0.201137379,4.656712532,771.5139891,24.10981216,42.618,-119.764,137.5021985
12123,0.200524658,4.633189678,390.0208219,12.18815068,42.642,-119.619,101.1791863
12124,0.203193262,4.675704956,1052.434962,32.88859255,42.666,-119.474,125.233701
12125,0.201894566,4.647402763,3376.710028,105.5221884,42.689,-119.329,119.4198337
12126,0.20029442,4.623365402,4092.845709,127.9014284,42.713,-119.184,113.7481673
12127,0.197436228,4.576992989,4211.072044,131.5960014,42.737,-119.039,108.3139829
12128,0.197248563,4.563642979,3487.56435,108.9863859,42.76,-118.893,103.200729
12129,0.195467278,4.517701626,3097.940428,96.81063838,42.783,-118.748,98.43317145
12130,0.193790749,4.477727413,4045.912284,126.4347589,42.806,-118.602,94.01719718
12131,0.198702425,4.577971458,2801.08125,87.53378906,42.829,-118.457,90.04396035
12132,0.198750123,4.606783867,4126.453622,128.9516757,42.852,-118.311,86.54014548
12133,0.202046886,4.650908947,4232.474269,132.2648209,42.875,-118.165,83.58426501
12134,0.201473922,4.650895119,4190.208975,130.9440305,42.897,-118.019,81.3133874
12135,0.198342562,4.606251717,4155.128888,129.8477777,42.92,-117.873,79.62360197
12136,0.1965608,4.583969593,4234.242094,132.3200654,42.942,-117.727,78.71178582
12137,0.196809947,4.585783482,4215.377447,131.7305452,42.964,-117.581,78.52365738
12138,0.197136611,4.585097313,3789.472613,118.4210191,42.986,-117.434,79.08078429
12139,0.19714196,4.585166454,3896.859375,121.7768555,43.008,-117.288,80.33729919
12140,0.196637183,4.55985117,3849.654094,120.3016904,43.029,-117.141,76.25225501
12141,0.19438833,4.50553751,4176.751331,130.5234791,43.051,-116.994,69.99402624
12142,0.192334875,4.444887161,4228.339978,132.1356243,43.072,-116.848,64.13172937
12143,0.199916855,4.577994347,4204.646466,131.3952021,43.093,-116.701,58.63781818
12144,0.197565705,4.576699734,4229.706094,132.1783154,43.114,-116.554,53.6673079
12145,0.197998315,4.605854511,4191.904406,130.9970127,43.135,-116.407,49.37692912
12146,0.199873134,4.646299362,4160.644734,130.0201479,43.156,-116.259,45.94798726
12147,0.201719239,4.67637825,4237.305666,132.4158021,43.177,-116.112,43.60979896
12148,0.200696945,4.661403656,4218.239025,131.8199695,43.197,-115.965,42.60054946
12149,0.200093955,4.660301685,4055.228044,126.7258764,43.217,-115.817,42.94681009
12150,0.200545684,4.655856609,4124.372175,128.8866305,43.237,-115.67,44.59186886
12151,0.199945763,4.62887764,4025.640263,125.8012582,43.257,-115.522,47.43777249
12152,0.199554712,4.593143463,1206.726356,37.71019863,43.277,-115.374,41.67704076
12153,0.198517248,4.569405079,2688.935738,84.0292418,43.297,-115.226,55.88544922
12154,0.20007138,4.593664169,3752.14275,117.2544609,43.317,-115.078,61.10511222
12155,0.198925927,4.576002598,3863.681775,120.7400555,43.336,-114.93,66.82443622
12156,0.19950363,4.58996439,3896.2296,121.757175,43.355,-114.782,72.88775852
12157,0.202071831,4.623813629,4124.507091,128.8908466,43.374,-114.634,79.21523511
12158,0.20349209,4.642395973,4181.256197,130.6642562,43.393,-114.485,85.79633734
12159,0.202898756,4.633631706,4138.643869,129.3326209,43.412,-114.337,92.06657602
12160,0.20317021,4.632490635,4072.952363,127.2797613,43.431,-114.188,85.164281
12161,0.202853203,4.615804672,4092.993534,127.9060479,43.449,-114.04,78.43737927
12162,0.200034305,4.565921783,4063.291847,126.9778702,43.468,-113.891,71.87774684
12163,0.200101912,4.54874897,3567.592603,111.4872688,43.486,-113.742,65.53660544
12164,0.20065929,4.561534405,2121.007655,66.28148921,43.504,-113.593,59.51617261
12165,0.198589236,4.54056406,704.8503563,22.02657363,43.522,-113.444,25.63404305
12166,0.200282559,4.582690239,3098.272022,96.82100068,43.54,-113.295,48.90089143
12167,0.200444505,4.59186554,4226.994619,132.0935818,43.557,-113.146,44.58508125
12168,0.19912307,4.57255888,4194.384525,131.0745164,43.575,-112.997,41.32204402
12169,0.197810024,4.554922104,4222.355091,131.9485966,43.592,-112.847,39.21699778
12170,0.19660081,4.536524773,4238.282981,132.4463432,43.609,-112.698,38.57501158
12171,0.196211949,4.525529385,4239.146138,132.4733168,43.626,-112.548,39.44029892
12172,0.195087314,4.512093544,4240.457578,132.5142993,43.643,-112.399,41.72421766
12173,0.191515461,4.454680443,4196.546466,131.1420771,43.66,-112.249,45.2224153
12174,0.189864725,4.42054081,3313.830488,103.5572027,43.676,-112.099,49.60839925
12175,0.188419476,4.395816803,3864.889688,120.7778027,43.693,-111.95,54.76138724
12176,0.185860425,4.339976788,2794.738444,87.33557637,43.709,-111.8,60.41683378
12177,0.183622733,4.281767368,4166.440538,130.2012668,43.725,-111.65,66.4792888
12178,0.181599408,4.269286633,3043.326938,95.1039668,43.741,-111.5,72.84660313
12179,0.182802573,4.270758152,854.4916547,26.70286421,43.757,-111.349,79.48394655
12180,0.178201601,4.184426785,2731.257731,85.3518041,43.772,-111.199,86.21466764
12181,0.174204037,4.098229408,2942.036438,91.93863867,43.788,-111.049,93.13124769
12182,0.18400526,4.262494564,237.1809568,7.411904901,43.803,-110.898,21.02340488
12183,0.181374967,4.300210476,664.9776,20.78055,43.848,-110.447,88.36903185
12184,0.184669152,4.341116428,1320.823589,41.27573716,43.863,-110.296,85.28031872
12185,0.189106673,4.279153347,33.67526748,1.052352109,43.962,-109.239,17.0361478
12186,0.188305631,4.274690151,3033.656044,94.80175137,43.975,-109.088,84.74808114
12187,0.187400088,4.266154289,4171.961447,130.3737952,43.988,-108.937,87.70976409
12188,0.190643147,4.343695641,4218.949294,131.8421654,44.002,-108.785,91.31699024
12189,0.191973314,4.403199673,4095.313425,127.9785445,44.015,-108.634,95.32626051
12190,0.193299174,4.453472614,4222.157906,131.9424346,44.028,-108.483,93.45203244
12191,0.193182006,4.481923103,4236.450356,132.3890736,44.04,-108.331,86.64539031
12192,0.193704009,4.503452301,4156.149994,129.8796873,44.053,-108.179,79.94087828
12193,0.193568423,4.504892349,4125.730444,128.9290764,44.065,-108.028,73.51045858
12194,0.195373565,4.537604332,3933.243563,122.9138613,44.078,-107.876,67.23007593
12195,0.195682734,4.525599003,4216.696481,131.771765,44.09,-107.724,61.31927496
12196,0.194841474,4.505867481,4149.260691,129.6643966,44.102,-107.572,55.82715769
12197,0.19404304,4.471527576,4168.775869,130.2742459,44.113,-107.42,50.95709497
12198,0.196232751,4.471730709,1457.352,45.54225,44.125,-107.268,46.75237655
12199,0.197027475,4.455266476,604.3144219,18.88482568,44.148,-106.964,22.42259621
12200,0.186558157,4.278111458,3610.124438,112.8163887,44.159,-106.812,40.78232403
12201,0.184321821,4.291285515,3991.249688,124.7265527,44.17,-106.66,41.50764619
12202,0.186776876,4.32861948,4211.720044,131.6162514,44.181,-106.507,43.59164756
12203,0.188249439,4.35290432,4144.131113,129.5040973,44.192,-106.355,46.81872317
12204,0.188279971,4.363621235,4123.268044,128.8521264,44.202,-106.203,48.08729879
12205,0.187866002,4.357108116,4123.084022,128.8463757,44.212,-106.05,40.41695579
12206,0.188734055,4.35801363,3974.150334,124.1921979,44.223,-105.898,32.79771967
12207,0.188803092,4.350551605,4053.670313,126.6771973,44.233,-105.745,25.14177266
12208,0.188372955,4.343047619,3830.283956,119.6963736,44.243,-105.593,17.55394222
12209,0.188300967,4.343708038,3318.089316,103.6902911,44.252,-105.44,9.965828602
12210,0.18816179,4.335330963,4134.763463,129.2113582,44.262,-105.287,2.876991531
12211,0.187620908,4.325246811,4106.972109,128.3428784,44.272,-105.134,5.910283806
12212,0.19031252,4.384929657,3940.863638,123.1519887,44.281,-104.982,13.31998483
12213,0.191570804,4.417517662,3918.443091,122.4513466,44.29,-104.829,20.92364822
12214,0.191315457,4.420170784,4122.778247,128.8368202,44.299,-104.676,28.55653205
12215,0.192139342,4.432878017,4204.153884,131.3798089,44.308,-104.523,36.1994508
12216,0.190823242,4.403077602,4027.752844,125.8672764,44.316,-104.37,43.83616518
12217,0.188784763,4.354296684,1437.015178,44.90672432,44.325,-104.217,44.75071084
12218,0.192000002,4.394000053,1.0368,0.0324,44.333,-104.064,11.14059845
12219,0.182572633,4.274154186,206.3517082,6.448490881,44.357,-103.604,6.2051546
12220,0.185603499,4.304751396,2573.832713,80.43227227,44.365,-103.451,20.42591139
12221,0.186574742,4.31445694,3997.54845,124.9233891,44.373,-103.298,21.28565832
12222,0.186315238,4.316075802,3927.893513,122.7466723,44.38,-103.145,24.55294471
12223,0.185761228,4.312913895,4115.079956,128.5962486,44.387,-102.991,29.52328144
12224,0.185987771,4.314745426,4161.209709,130.0378034,44.395,-102.838,35.49237228
12225,0.186672971,4.318110466,4142.897381,129.4655432,44.402,-102.684,42.00957609
12226,0.186709791,4.31424284,4177.129753,130.5353048,44.408,-102.531,48.78937084
12227,0.186067104,4.300056934,4084.097709,127.6280534,44.415,-102.378,55.82532936
12228,0.18570891,4.292036533,4059.0072,126.843975,44.421,-102.224,63.01851986
12229,0.18489486,4.279098034,4104.00675,128.2502109,44.428,-102.07,70.34377541
12230,0.18591851,4.287964821,4211.538553,131.6105798,44.434,-101.917,77.66704145
12231,0.185901791,4.282498837,4150.935112,129.7167223,44.44,-101.763,85.09263243
12232,0.185143501,4.274731159,4147.295681,129.60299,44.446,-101.61,92.51256592
12233,0.184965476,4.265818119,4196.748459,131.1483894,44.451,-101.456,99.99205441
12234,0.184833378,4.262489319,4218.003113,131.8125973,44.457,-101.302,107.5186729
12235,0.184482813,4.256472588,4209.859069,131.5580959,44.462,-101.149,114.9990695
12236,0.184018642,4.243245602,4172.6016,130.3938,44.468,-100.995,122.5629331
12237,0.184257105,4.245731354,4207.655869,131.4892459,44.473,-100.841,130.1238355
12238,0.183159113,4.226475716,4005.301163,125.1656613,44.477,-100.687,135.9957226
12239,0.178913638,4.148544788,1695.074597,52.97108115,44.482,-100.533,7.561853484
12240,0.1822671,4.214829922,3578.307638,111.8221137,44.487,-100.379,121.4771074
12241,0.184077621,4.236367702,4118.762925,128.7113414,44.491,-100.226,114.3266859
12242,0.184090108,4.231023788,4093.592175,127.9247555,44.495,-100.072,107.1973709
12243,0.182795867,4.207539082,4071.007856,127.2189955,44.5,-99.918,100.1803054
12244,0.183005288,4.205639362,4161.0024,130.031325,44.504,-99.764,93.23900721
12245,0.181865409,4.183939457,4168.773338,130.2741668,44.507,-99.61,86.39024017
12246,0.18162854,4.170974731,4136.686959,129.2714675,44.511,-99.456,79.73192182
12247,0.180589557,4.153614998,4177.764844,130.5551514,44.514,-99.302,73.23432362
12248,0.179629713,4.136042118,4160.644481,130.02014,44.518,-99.148,67.03420651
12249,0.178941861,4.128273964,4096.313775,128.0098055,44.521,-98.994,61.12225688
12250,0.178581402,4.122205734,4130.678531,129.0837041,44.524,-98.84,55.64460906
12251,0.17825979,4.11762476,3882.180909,121.3181534,44.527,-98.686,50.74284364
12252,0.178384095,4.119421959,3336.6816,104.2713,44.529,-98.532,46.53049772
12253,0.17865862,4.117617607,3843.546947,120.1108421,44.532,-98.378,43.35480864
12254,0.178212658,4.109163284,3803.819738,118.8693668,44.534,-98.223,41.29170058
12255,0.177460849,4.097462177,3788.503397,118.3907312,44.537,-98.069,40.69740561
12256,0.178113341,4.103566647,4050.603956,126.5813736,44.539,-97.915,41.46254302
12257,0.178648934,4.100084782,4032.462488,126.0144527,44.54,-97.761,43.51393445
12258,0.177893057,4.083651543,3650.152866,114.0672771,44.542,-97.607,46.81970826
12259,0.178794757,4.094285488,3629.344219,113.4170068,44.544,-97.453,51.0743983
12260,0.177827716,4.082776546,3909.41235,122.1691359,44.545,-97.299,56.00454633
12261,0.174833134,4.022621632,2424.730444,75.77282637,44.546,-97.144,61.53749408
12262,0.176207975,4.052168369,3478.718138,108.7099418,44.548,-96.99,66.445519
12263,0.177086174,4.058908463,4101.471956,128.1709986,44.548,-96.836,59.03845806
12264,0.177184016,4.056911945,4141.865644,129.4333014,44.549,-96.682,51.7273756
12265,0.17687133,4.046130657,3654.921994,114.2163123,44.55,-96.528,44.53248562
12266,0.176013783,4.039593697,3724.004109,116.3751284,44.55,-96.373,37.44243523
12267,0.175442234,4.028670788,4061.360756,126.9175236,44.551,-96.219,30.73371696
12268,0.174220562,4.00858736,3988.618706,124.6443346,44.551,-96.065,24.53352843
12269,0.173157543,3.995942354,3985.451606,124.5453627,44.551,-95.911,19.40178392
12270,0.173156187,3.994431257,3806.435025,118.9510945,44.551,-95.757,16.37580647
12271,0.173025325,3.990943909,3797.041556,118.6575486,44.55,-95.602,16.58433395
12272,0.172999993,3.988844156,4027.5144,125.859825,44.55,-95.448,20.04876989
12273,0.172865704,3.98392868,4126.562466,128.9550771,44.549,-95.294,25.36882578
12274,0.172278479,3.978187084,3618.315563,113.0723613,44.548,-95.14,31.66118919
12275,0.172081575,3.973797083,3457.385775,108.0433055,44.547,-94.986,38.4515132
12276,0.172000006,3.968248129,3931.366641,122.8552075,44.546,-94.831,45.56418818
12277,0.171999127,3.964713812,4097.200219,128.0375068,44.545,-94.677,52.79599184
12278,0.17141284,3.954561472,3989.049019,124.6577818,44.544,-94.523,60.13313831
12279,0.171000004,3.948427916,3848.300888,120.2594027,44.542,-94.369,59.42207714
12280,0.170861557,3.94188571,3885.288525,121.4152664,44.54,-94.215,55.2026307
12281,0.170924529,3.943315744,4187.01555,130.8442359,44.538,-94.061,51.78553567
12282,0.170732901,3.946791887,3546.314663,110.8223332,44.536,-93.907,49.33825422
12283,0.170048669,3.932243347,3933.556931,122.9236541,44.534,-93.752,48.00543922
12284,0.169602469,3.924838543,3435.343397,107.3544812,44.532,-93.598,4.116052717
12285,0.169777304,3.925943851,3726.725963,116.4601863,44.529,-93.444,48.9298095
12286,0.16976051,3.928005457,3470.548275,108.4546336,44.526,-93.29,51.11238022
12287,0.169194072,3.915575027,3880.086553,121.2527048,44.523,-93.136,53.99497941
12288,0.167883337,3.895305395,3561.050334,111.2828229,44.52,-92.982,56.38495628
12289,0.168843955,3.908416033,4002.752953,125.0860298,44.517,-92.828,59.65612314
12290,0.169314221,3.919897318,3965.166422,123.9114507,44.514,-92.674,63.67244865
12291,0.169716492,3.925374985,2286.817819,71.46305684,44.51,-92.52,10.64433868
12292,0.168718398,3.906656742,1767.261923,55.22693511,44.507,-92.366,16.18994866
12293,0.168478951,3.900220633,3677.218509,114.9130784,44.503,-92.212,51.97385124
12294,0.168567941,3.902287006,3113.723025,97.30384453,44.499,-92.058,48.38138358
12295,0.168993428,3.907308578,4130.046225,129.0639445,44.495,-91.904,45.78588738
12296,0.168867365,3.902906895,3849.752306,120.3047596,44.491,-91.75,44.36236377
12297,0.168233112,3.894801378,4035.829303,126.1196657,44.486,-91.596,44.30342489
12298,0.169022977,3.908179998,3971.843606,124.1201127,44.481,-91.443,45.52985868
12299,0.168454468,3.900189877,4115.204494,128.6001404,44.477,-91.289,47.87958119
12300,0.16899918,3.905540466,4119.999441,128.7499825,44.472,-91.135,51.33516863
12301,0.169712633,3.918712139,4081.702641,127.5532075,44.467,-90.981,55.62821445
12302,0.168997973,3.906389236,3861.584888,120.6745277,44.461,-90.827,60.64121032
12303,0.169457361,3.908674717,3448.710675,107.7722086,44.456,-90.674,66.06634879
12304,0.169105604,3.908820629,3337.218225,104.2880695,44.451,-90.52,71.92044429
12305,0.169511661,3.916415453,3090.283397,96.57135615,44.445,-90.366,78.12997326
12306,0.169633716,3.919504404,2681.52525,83.79766406,44.439,-90.213,74.78014187
12307,0.169629067,3.918907881,2521.559869,78.7987459,44.433,-90.059,67.55525192
12308,0.169910267,3.921704769,2653.349906,82.91718457,44.427,-89.905,60.44474021
12309,0.170673177,3.933218479,2638.645622,82.45767568,44.42,-89.752,53.49796017
12310,0.17071557,3.935203791,3407.373338,106.4804168,44.414,-89.598,46.77324962
12311,0.170557588,3.936564684,3700.531069,115.6415959,44.407,-89.445,40.38226534
12312,0.170446634,3.93435955,3755.349338,117.3546668,44.4,-89.291,34.47309377
12313,0.170603901,3.939288378,3273.131025,102.2853445,44.393,-89.138,29.43047695
12314,0.171235234,3.953240871,2629.993556,82.18729863,44.386,-88.985,25.70949607
12315,0.171013981,3.950028896,2117.747025,66.17959453,44.379,-88.831,23.93517676
12316,0.170928553,3.948791265,2243.373469,70.1054209,44.372,-88.678,4.294283895
12317,0.170430571,3.940524578,3543.09795,110.7218109,44.364,-88.525,27.31631515
12318,0.171296597,3.956043005,3480.721622,108.7725507,44.356,-88.372,1.260940012
12319,0.170940727,3.951714039,3655.909688,114.2471777,44.348,-88.218,37.2619505
12320,0.170186043,3.933700085,3735.629381,116.7384182,44.34,-88.065,42.75973288
12321,0.169889376,3.923881769,3679.7976,114.993675,44.332,-87.912,48.14281397
12322,0.170452327,3.925601244,3351.759244,104.7424764,44.324,-87.759,4.144257382
12323,0.171146646,3.93933177,3081.976088,96.31175273,44.315,-87.606,4.323954305
12324,0.166628852,3.867489815,30.1060804,0.940815012,44.306,-87.453,4.651861076
12325,0.165153891,3.891367435,695.3532328,21.72978853,44.241,-86.384,5.893077564
12326,0.164460197,3.872287512,1017.437709,31.79492842,44.231,-86.231,117.2950804
12327,0.163874179,3.834933281,84.35663525,2.636144852,44.19,-85.621,3.12081215
